Date,Platform,Product_Category,Model_Name,Condition,Launch_Price_USD,Launch_Price_MAD,Current_Price_USD,Current_Price_MAD,Discount_Pct,Sale_Event,Stock_Status,Rating,Reviews_Count,Product_Year,Price_Diff
2023-08-06,Amazon,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,3059.7,178.04,1655.77,45.9,Unknown,In Stock,4.3,2120,1970-01-01 00:00:00.000002023,150.96
2025-01-11,Flipkart,Mac,MacBook Air M2 256GB,New,1199,11150.7,902.34,8391.76,24.7,Unknown,In Stock,4.2,2822,1970-01-01 00:00:00.000002025,296.65999999999997
2024-07-15,Flipkart,iPhone,iPhone 14 128GB,New,799,7430.7,708.43,6588.4,11.3,Unknown,In Stock,4.6,3662,1970-01-01 00:00:00.000002024,90.57000000000005
2026-07-18,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,9290.7,455.66,4237.64,54.400000000000006,Prime Day,In Stock,4.8,7752,1970-01-01 00:00:00.000002026,543.3399999999999
2024-05-12,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,9290.7,590.13,5488.21,40.9,Unknown,Low Stock,4.5,2357,1970-01-01 00:00:00.000002024,408.87
2024-10-22,Amazon,Watch,Apple Watch Ultra,New,799,7430.7,592.87,5513.69,25.8,Unknown,In Stock,4.4,2754,1970-01-01 00:00:00.000002024,206.13
2022-05-10,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,9290.7,557.0,5180.1,44.2,Big Billion Days,Out of Stock,4.5,2945,1970-01-01 00:00:00.000002022,442.0
2023-12-14,Flipkart,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,3059.7,159.95,1487.54,51.4,Unknown,In Stock,4.3,1211,1970-01-01 00:00:00.000002023,169.05
2025-11-30,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,3989.7,219.08,2037.44,48.9,Black Friday,In Stock,4.5,4623,1970-01-01 00:00:00.000002025,209.92
2024-01-03,Amazon,Mac,MacBook Air M2 256GB,New,1199,11150.7,1099.21,10222.65,8.3,Unknown,In Stock,4.7,1629,1970-01-01 00:00:00.000002024,99.78999999999996
2026-02-19,Flipkart,Watch,Apple Watch Ultra,New,799,7430.7,495.81,4611.03,37.9,Unknown,In Stock,4.5,4556,1970-01-01 00:00:00.000002026,303.19
2023-03-02,Flipkart,Mac,MacBook Air M2 256GB,New,1199,11150.7,1206.27,11218.31,-0.6,Unknown,In Stock,4.4,1176,1970-01-01 00:00:00.000002023,-7.269999999999982
2022-12-19,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,3059.7,226.86,2109.8,31.0,Unknown,Low Stock,4.6,2279,1970-01-01 00:00:00.000002022,102.13999999999999
2025-10-07,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,Renewed/Refurbished,1999,18590.7,1385.39,12884.13,30.7,Great Indian Festival,Low Stock,4.4,575,1970-01-01 00:00:00.000002025,613.6099999999999
2025-09-23,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,10220.7,995.25,9255.83,9.4,Unknown,In Stock,4.3,1887,1970-01-01 00:00:00.000002025,103.75
2024-08-27,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,3989.7,422.29,3927.3,1.6,Unknown,In Stock,4.8,1372,1970-01-01 00:00:00.000002024,6.7099999999999795
2023-06-04,Amazon,Mac,MacBook Air M1 256GB,New,999,9290.7,784.31,7294.08,21.5,Unknown,Low Stock,4.3,3877,1970-01-01 00:00:00.000002023,214.69000000000005
2025-01-08,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,18590.7,1897.29,17644.8,5.1,Unknown,In Stock,4.2,3467,1970-01-01 00:00:00.000002025,101.71000000000004
2024-10-14,Flipkart,Mac,MacBook Air M3 256GB,New,1099,10220.7,912.06,8482.16,17.0,Big Billion Days,Low Stock,4.3,716,1970-01-01 00:00:00.000002024,186.94000000000005
2021-11-12,Flipkart,iPhone,iPhone 12 64GB,New,799,7430.7,696.67,6479.03,12.8,Unknown,In Stock,4.9,1426,1970-01-01 00:00:00.000002021,102.33000000000004
2025-08-22,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,7430.7,479.77,4461.86,40.0,Unknown,In Stock,4.8,6838,1970-01-01 00:00:00.000002025,319.23
2026-02-07,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.7,995.86,9261.5,16.900000000000002,Unknown,In Stock,4.7,5506,1970-01-01 00:00:00.000002026,203.14
2026-02-01,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,Renewed/Refurbished,1999,18590.7,1595.68,14839.82,20.200000000000003,Unknown,In Stock,4.2,1764,1970-01-01 00:00:00.000002026,403.31999999999994
2025-02-20,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.7,1096.74,10199.68,8.5,Unknown,In Stock,4.6,1552,1970-01-01 00:00:00.000002025,102.25999999999999
2025-08-23,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,3989.7,261.12,2428.42,39.1,Unknown,Low Stock,4.8,5014,1970-01-01 00:00:00.000002025,167.88
2024-04-01,Amazon,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,7430.7,609.59,5669.19,23.7,Unknown,In Stock,4.2,229,1970-01-01 00:00:00.000002024,189.40999999999997
2024-07-14,Amazon,iPhone,iPhone 12 64GB,New,799,7430.7,379.73,3531.49,52.5,Prime Day,In Stock,4.5,5541,1970-01-01 00:00:00.000002024,419.27
2023-09-07,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,3059.7,230.06,2139.56,30.1,Unknown,Out of Stock,4.5,3484,1970-01-01 00:00:00.000002023,98.94
2024-09-27,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,11150.7,888.19,8260.17,25.9,Unknown,In Stock,4.6,2458,1970-01-01 00:00:00.000002024,310.80999999999995
2023-06-10,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,3989.7,255.72,2378.2,40.400000000000006,Unknown,In Stock,4.9,3597,1970-01-01 00:00:00.000002023,173.28
2023-05-09,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,3989.7,424.1,3944.13,1.1,Unknown,In Stock,4.3,843,1970-01-01 00:00:00.000002023,4.899999999999977
2024-10-05,Amazon,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,11150.7,689.58,6413.09,42.5,Great Indian Festival,In Stock,3.8,1289,1970-01-01 00:00:00.000002024,509.41999999999996
2026-04-20,Amazon,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,9290.7,571.26,5312.72,42.8,Unknown,Out of Stock,4.0,3003,1970-01-01 00:00:00.000002026,427.74
2024-11-25,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,9290.7,793.38,7378.43,20.6,Black Friday,Out of Stock,4.3,501,1970-01-01 00:00:00.000002024,205.62
2025-11-18,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,11150.7,812.98,7560.71,32.2,Unknown,Out of Stock,4.8,3758,1970-01-01 00:00:00.000002025,386.02
2025-08-15,Amazon,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,7430.7,649.62,6041.47,18.7,Unknown,In Stock,4.3,778,1970-01-01 00:00:00.000002025,149.38
2025-09-10,Flipkart,iPhone,iPhone 17 128GB,New,849,7895.7,718.59,6682.89,15.4,Big Billion Days,Out of Stock,4.2,148,1970-01-01 00:00:00.000002025,130.40999999999997
2025-01-20,Flipkart,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,7430.7,619.91,5765.16,22.4,Unknown,In Stock,3.9,329,1970-01-01 00:00:00.000002025,179.09000000000003
2023-04-16,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,11150.7,1185.05,11020.97,1.2,Unknown,In Stock,4.5,914,1970-01-01 00:00:00.000002023,13.950000000000045
2026-07-25,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,Renewed/Refurbished,1999,18590.7,1390.1,12927.93,30.5,Unknown,Out of Stock,3.9,3403,1970-01-01 00:00:00.000002026,608.9000000000001
2023-04-09,Flipkart,iPhone,iPhone 14 128GB,New,799,7430.7,798.01,7421.49,0.1,Unknown,In Stock,4.8,878,1970-01-01 00:00:00.000002023,0.9900000000000091
2024-11-28,Flipkart,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,11150.7,659.32,6131.68,45.0,Black Friday,Low Stock,3.9,4578,1970-01-01 00:00:00.000002024,539.68
2022-05-12,Flipkart,Watch,Apple Watch Ultra,New,799,7430.7,800.03,7440.28,-0.1,Unknown,In Stock,4.2,310,1970-01-01 00:00:00.000002022,-1.0299999999999727
2026-02-08,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,18590.7,1868.94,17381.14,6.5,Unknown,In Stock,4.5,1145,1970-01-01 00:00:00.000002026,130.05999999999995
2024-05-10,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,3989.7,216.25,2011.13,49.6,Great Indian Festival,In Stock,4.5,2229,1970-01-01 00:00:00.000002024,212.75
2024-05-28,Amazon,iPhone,iPhone 14 128GB,New,799,7430.7,706.66,6571.94,11.6,Unknown,Low Stock,4.9,1856,1970-01-01 00:00:00.000002024,92.34000000000003
2026-05-29,Amazon,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,9290.7,428.34,3983.56,57.1,Unknown,Out of Stock,3.9,9645,1970-01-01 00:00:00.000002026,570.6600000000001
2023-03-22,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,7430.7,701.13,6520.51,12.2,Unknown,In Stock,4.9,2588,1970-01-01 00:00:00.000002023,97.87
2024-01-30,Flipkart,Watch,Apple Watch Ultra 2,New,799,7430.7,786.73,7316.59,1.5,Unknown,Low Stock,4.9,377,1970-01-01 00:00:00.000002024,12.269999999999982
2025-10-21,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,9290.7,598.31,5564.28,40.1,Unknown,Out of Stock,4.8,9684,1970-01-01 00:00:00.000002025,400.69000000000005
2025-09-30,Amazon,iPhone,iPhone 15 128GB,New,799,7430.7,588.32,5471.38,26.4,Unknown,In Stock,4.3,4035,1970-01-01 00:00:00.000002025,210.67999999999995
2024-04-23,Amazon,Watch,Apple Watch Ultra 2,New,799,7430.7,799.59,7436.19,-0.1,Unknown,Low Stock,4.9,1206,1970-01-01 00:00:00.000002024,-0.5900000000000318
2026-06-11,Flipkart,iPhone,iPhone 17 128GB,New,849,7895.7,844.29,7851.9,0.6,Unknown,Low Stock,4.3,1078,1970-01-01 00:00:00.000002026,4.710000000000036
2021-02-28,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,3989.7,424.34,3946.36,1.1,Unknown,In Stock,4.8,684,1970-01-01 00:00:00.000002021,4.660000000000025
2026-04-13,Flipkart,iPhone,iPhone 13 128GB,New,799,7430.7,483.04,4492.27,39.5,Unknown,In Stock,4.3,7343,1970-01-01 00:00:00.000002026,315.96
2025-05-02,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,3989.7,330.48,3073.46,23.0,Unknown,In Stock,4.6,1191,1970-01-01 00:00:00.000002025,98.51999999999998
2025-02-25,Flipkart,Watch,Apple Watch Ultra 2,New,799,7430.7,696.93,6481.45,12.8,Unknown,Low Stock,4.5,1667,1970-01-01 00:00:00.000002025,102.07000000000005
2025-09-28,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,18590.7,2035.72,18932.2,-1.7999999999999998,Unknown,In Stock,4.6,1015,1970-01-01 00:00:00.000002025,-36.72000000000003
2023-05-22,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,9290.7,807.52,7509.94,19.2,Unknown,In Stock,4.5,4316,1970-01-01 00:00:00.000002023,191.48000000000002
2024-08-25,Flipkart,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,3989.7,364.06,3385.76,15.1,Unknown,In Stock,3.9,1135,1970-01-01 00:00:00.000002024,64.94
2024-11-05,Flipkart,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,9290.7,547.71,5093.7,45.2,Unknown,Low Stock,4.0,2563,1970-01-01 00:00:00.000002024,451.28999999999996
2026-12-03,Flipkart,Watch,Apple Watch Ultra 2,New,799,7430.7,598.28,5564.0,25.1,Unknown,In Stock,4.4,3564,1970-01-01 00:00:00.000002026,200.72000000000003
2023-02-01,Amazon,Watch,Apple Watch Series 8 (45mm),Renewed/Refurbished,429,3989.7,305.53,2841.43,28.8,Unknown,In Stock,4.4,387,1970-01-01 00:00:00.000002023,123.47000000000003
2023-12-28,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.7,1179.65,10970.75,1.6,Unknown,In Stock,4.6,536,1970-01-01 00:00:00.000002023,19.34999999999991
2023-05-03,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,3989.7,254.24,2364.43,40.7,Unknown,In Stock,4.3,2173,1970-01-01 00:00:00.000002023,174.76
2021-12-15,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,3989.7,427.0,3971.1,0.5,Unknown,Low Stock,4.2,222,1970-01-01 00:00:00.000002021,2.0
2024-11-08,Flipkart,iPhone,iPhone 13 128GB,New,799,7430.7,494.29,4596.9,38.1,Unknown,In Stock,4.6,6020,1970-01-01 00:00:00.000002024,304.71
2026-04-05,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,5570.7,361.67,3363.53,39.6,Unknown,In Stock,4.7,4173,1970-01-01 00:00:00.000002026,237.32999999999998
2025-04-15,Flipkart,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,10220.7,908.71,8451.0,17.299999999999997,Unknown,In Stock,3.9,906,1970-01-01 00:00:00.000002025,190.28999999999996
2026-06-27,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,3989.7,258.52,2404.24,39.7,Unknown,In Stock,4.7,3014,1970-01-01 00:00:00.000002026,170.48000000000002
2025-03-12,Flipkart,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,7430.7,531.79,4945.65,33.4,Unknown,In Stock,4.3,2064,1970-01-01 00:00:00.000002025,267.21000000000004
2024-09-17,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,3989.7,424.59,3948.69,1.0,Unknown,In Stock,4.3,744,1970-01-01 00:00:00.000002024,4.410000000000025
2025-07-09,Flipkart,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,9290.7,485.86,4518.5,51.4,Unknown,In Stock,4.1,6829,1970-01-01 00:00:00.000002025,513.14
2025-07-19,Flipkart,Mac,MacBook Air M2 256GB,New,1199,11150.7,904.86,8415.2,24.5,Unknown,Out of Stock,4.5,4464,1970-01-01 00:00:00.000002025,294.14
2024-09-11,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,Renewed/Refurbished,1199,11150.7,777.16,7227.59,35.2,Unknown,Low Stock,4.5,1732,1970-01-01 00:00:00.000002024,421.84000000000003
2021-08-24,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,3989.7,431.03,4008.58,-0.5,Unknown,Out of Stock,4.5,943,1970-01-01 00:00:00.000002021,-2.0299999999999727
2026-01-17,Amazon,Watch,Apple Watch Series X (45mm),New,429,3989.7,326.4,3035.52,23.9,Unknown,In Stock,4.3,1469,1970-01-01 00:00:00.000002026,102.60000000000002
2024-08-10,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,9290.7,568.93,5291.05,43.0,Great Indian Festival,In Stock,4.5,3551,1970-01-01 00:00:00.000002024,430.07000000000005
2022-11-27,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,3989.7,203.15,1889.3,52.6,Black Friday,Out of Stock,4.9,2024,1970-01-01 00:00:00.000002022,225.85
2023-03-03,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,Renewed/Refurbished,799,7430.7,541.83,5039.02,32.2,Unknown,In Stock,4.0,2922,1970-01-01 00:00:00.000002023,257.16999999999996
2025-04-05,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,18590.7,2035.14,18926.8,-1.7999999999999998,Unknown,In Stock,4.8,314,1970-01-01 00:00:00.000002025,-36.1400000000001
2023-10-16,Flipkart,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,7430.7,664.01,6175.29,16.900000000000002,Unknown,In Stock,3.9,154,1970-01-01 00:00:00.000002023,134.99
2025-08-19,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,18590.7,1960.35,18231.26,1.9,Unknown,Low Stock,4.2,870,1970-01-01 00:00:00.000002025,38.65000000000009
2024-08-24,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,3989.7,423.71,3940.5,1.2,Unknown,Low Stock,4.6,692,1970-01-01 00:00:00.000002024,5.2900000000000205
2022-08-20,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,3989.7,330.87,3077.09,22.9,Unknown,Low Stock,4.4,2429,1970-01-01 00:00:00.000002022,98.13
2024-11-16,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,18590.7,1912.05,17782.07,4.3,Unknown,In Stock,4.6,1084,1970-01-01 00:00:00.000002024,86.95000000000005
2025-09-18,Amazon,iPhone,iPhone 14 128GB,New,799,7430.7,496.26,4615.22,37.9,Unknown,Out of Stock,4.4,3087,1970-01-01 00:00:00.000002025,302.74
2025-01-22,Amazon,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,7430.7,344.21,3201.15,56.89999999999999,Unknown,Out of Stock,4.1,2623,1970-01-01 00:00:00.000002025,454.79
2025-01-03,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,5570.7,394.91,3672.66,34.1,Unknown,In Stock,4.6,4690,1970-01-01 00:00:00.000002025,204.08999999999997
2024-10-21,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,18590.7,1817.65,16904.15,9.1,Unknown,In Stock,4.7,5131,1970-01-01 00:00:00.000002024,181.3499999999999
2025-02-04,Flipkart,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,10220.7,907.57,8440.4,17.4,Unknown,In Stock,4.4,331,1970-01-01 00:00:00.000002025,191.42999999999995
2025-08-27,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,7430.7,477.86,4444.1,40.2,Unknown,Out of Stock,4.3,6261,1970-01-01 00:00:00.000002025,321.14
2025-04-29,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,18590.7,2028.63,18866.26,-1.5,Unknown,In Stock,4.7,909,1970-01-01 00:00:00.000002025,-29.63000000000011
2022-05-29,Amazon,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,3059.7,263.35,2449.16,20.0,Unknown,In Stock,3.8,857,1970-01-01 00:00:00.000002022,65.64999999999998
2023-08-16,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,3989.7,327.02,3041.29,23.8,Unknown,In Stock,4.5,2690,1970-01-01 00:00:00.000002023,101.98000000000002
2026-03-17,Flipkart,iPhone,iPhone 13 128GB,New,799,7430.7,482.01,4482.69,39.7,Unknown,Out of Stock,4.6,5124,1970-01-01 00:00:00.000002026,316.99
2026-05-13,Amazon,iPhone,iPhone 16 128GB,New,799,7430.7,685.89,6378.78,14.2,Unknown,In Stock,4.2,2738,1970-01-01 00:00:00.000002026,113.11000000000001
2024-10-04,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,18590.7,1976.81,18384.33,1.1,Unknown,In Stock,4.8,318,1970-01-01 00:00:00.000002024,22.190000000000055
2025-08-25,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,3989.7,255.26,2373.92,40.5,Unknown,Out of Stock,4.2,5749,1970-01-01 00:00:00.000002025,173.74
2022-07-18,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,5570.7,374.78,3485.45,37.4,Prime Day,In Stock,4.4,2385,1970-01-01 00:00:00.000002022,224.22000000000003
2023-02-08,Amazon,Mac,MacBook Air M2 256GB,New,1199,11150.7,1192.91,11094.06,0.5,Unknown,Low Stock,4.4,1058,1970-01-01 00:00:00.000002023,6.089999999999918
2025-11-19,Flipkart,Watch,Apple Watch Series X (45mm),New,429,3989.7,323.86,3011.9,24.5,Unknown,Low Stock,4.2,669,1970-01-01 00:00:00.000002025,105.13999999999999
2025-11-23,Flipkart,iPhone,iPhone 17 128GB,New,849,7895.7,684.44,6365.29,19.4,Black Friday,In Stock,4.9,324,1970-01-01 00:00:00.000002025,164.55999999999995
2025-12-22,Amazon,iPhone,iPhone 15 128GB,New,799,7430.7,610.0,5673.0,23.7,Unknown,In Stock,4.9,4038,1970-01-01 00:00:00.000002025,189.0
2021-11-18,Amazon,iPad,iPad (9th Gen) 64GB,New,329,3059.7,332.58,3092.99,-1.1,Unknown,Low Stock,4.7,370,1970-01-01 00:00:00.000002021,-3.579999999999984
2021-01-26,Amazon,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,9290.7,719.59,6692.19,28.000000000000004,Unknown,Low Stock,3.9,162,1970-01-01 00:00:00.000002021,279.40999999999997
2023-11-21,Flipkart,iPhone,iPhone 14 128GB,New,799,7430.7,634.72,5902.9,20.6,Black Friday,In Stock,4.7,1676,1970-01-01 00:00:00.000002023,164.27999999999997
2024-10-06,Flipkart,Mac,MacBook Air M2 256GB,New,1199,11150.7,1097.13,10203.31,8.5,Unknown,In Stock,4.8,2120,1970-01-01 00:00:00.000002024,101.86999999999989
2026-06-02,Amazon,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,11150.7,719.11,6687.72,40.0,Unknown,Low Stock,4.3,5274,1970-01-01 00:00:00.000002026,479.89
2024-10-28,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,5570.7,356.27,3313.31,40.5,Unknown,Low Stock,4.4,7336,1970-01-01 00:00:00.000002024,242.73000000000002
2024-05-16,Flipkart,Mac,MacBook Air M2 256GB,New,1199,11150.7,1114.01,10360.29,7.1,Unknown,Low Stock,4.4,1938,1970-01-01 00:00:00.000002024,84.99000000000001
2024-03-27,Amazon,Mac,MacBook Air M3 256GB,New,1099,10220.7,1078.29,10028.1,1.9,Unknown,In Stock,4.2,119,1970-01-01 00:00:00.000002024,20.710000000000036
2022-04-01,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,3989.7,429.46,3993.98,-0.1,Unknown,In Stock,4.8,176,1970-01-01 00:00:00.000002022,-0.45999999999997954
2025-12-05,Flipkart,iPhone,iPhone 17 128GB,New,849,7895.7,856.63,7966.66,-0.8999999999999999,Unknown,In Stock,4.7,415,1970-01-01 00:00:00.000002025,-7.6299999999999955
2025-03-09,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,18590.7,1712.82,15929.23,14.3,Unknown,Low Stock,4.4,5998,1970-01-01 00:00:00.000002025,286.18000000000006
2025-07-25,Flipkart,Watch,Apple Watch Series 7 (45mm),Renewed/Refurbished,429,3989.7,190.76,1774.07,55.50000000000001,Unknown,In Stock,3.8,7199,1970-01-01 00:00:00.000002025,238.24
2024-02-07,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,3989.7,431.75,4015.28,-0.6,Unknown,In Stock,4.5,856,1970-01-01 00:00:00.000002024,-2.75
2026-07-30,Amazon,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,7430.7,371.23,3452.44,53.5,Unknown,Low Stock,4.1,4143,1970-01-01 00:00:00.000002026,427.77
2021-09-16,Flipkart,Mac,MacBook Air M1 256GB,New,999,9290.7,1006.68,9362.12,-0.8,Unknown,Out of Stock,4.8,591,1970-01-01 00:00:00.000002021,-7.67999999999995
2024-09-25,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,10220.7,1105.26,10278.92,-0.6,Unknown,In Stock,4.3,113,1970-01-01 00:00:00.000002024,-6.259999999999991
2024-06-30,Amazon,Watch,Apple Watch Ultra 2,New,799,7430.7,784.73,7297.99,1.7999999999999998,Unknown,In Stock,4.8,1169,1970-01-01 00:00:00.000002024,14.269999999999982
2022-11-03,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,5570.7,594.68,5530.52,0.7000000000000001,Unknown,In Stock,4.8,1204,1970-01-01 00:00:00.000002022,4.32000000000005
2024-06-12,Flipkart,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,5570.7,324.21,3015.15,45.9,Unknown,In Stock,4.3,4576,1970-01-01 00:00:00.000002024,274.79
2026-02-23,Amazon,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,7430.7,504.06,4687.76,36.9,Unknown,In Stock,4.5,1581,1970-01-01 00:00:00.000002026,294.94
2025-12-09,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,3989.7,262.24,2438.83,38.9,Unknown,In Stock,4.8,2937,1970-01-01 00:00:00.000002025,166.76
2025-10-31,Amazon,Watch,Apple Watch Series 8 (45mm),Renewed/Refurbished,429,3989.7,185.41,1724.31,56.8,Unknown,Out of Stock,3.8,3403,1970-01-01 00:00:00.000002025,243.59
2025-11-30,Flipkart,Watch,Apple Watch Ultra 2,New,799,7430.7,481.5,4477.95,39.7,Black Friday,In Stock,4.3,3396,1970-01-01 00:00:00.000002025,317.5
2024-10-13,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,11150.7,907.6,8440.68,24.3,Great Indian Festival,Out of Stock,4.9,3457,1970-01-01 00:00:00.000002024,291.4
2026-07-07,Flipkart,iPhone,iPhone 17 128GB,New,849,7895.7,855.32,7954.48,-0.7000000000000001,Unknown,Out of Stock,4.5,929,1970-01-01 00:00:00.000002026,-6.32000000000005
2020-12-23,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,9290.7,1007.96,9374.03,-0.8999999999999999,Unknown,Out of Stock,4.4,267,1970-01-01 00:00:00.000002020,-8.960000000000036
2023-05-21,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,11150.7,1201.42,11173.21,-0.2,Unknown,In Stock,4.5,1123,1970-01-01 00:00:00.000002023,-2.4200000000000728
2023-08-24,Amazon,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,9290.7,665.08,6185.24,33.4,Unknown,In Stock,4.3,3088,1970-01-01 00:00:00.000002023,333.91999999999996
2024-07-17,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,New,999,9290.7,887.84,8256.91,11.1,Prime Day,Low Stock,4.5,374,1970-01-01 00:00:00.000002024,111.15999999999997
2024-09-21,Flipkart,Watch,Apple Watch Series X (45mm),New,429,3989.7,422.08,3925.34,1.6,Unknown,In Stock,4.9,21,1970-01-01 00:00:00.000002024,6.920000000000016
2023-08-03,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,5570.7,605.66,5632.64,-1.1,Unknown,In Stock,4.2,591,1970-01-01 00:00:00.000002023,-6.659999999999968
2025-06-03,Amazon,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,7430.7,596.0,5542.8,25.4,Unknown,In Stock,4.2,905,1970-01-01 00:00:00.000002025,203.0
2024-07-20,Flipkart,iPhone,iPhone 12 64GB,New,799,7430.7,500.32,4652.98,37.4,Unknown,In Stock,4.9,2799,1970-01-01 00:00:00.000002024,298.68
2024-07-27,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,18590.7,2012.93,18720.25,-0.7000000000000001,Unknown,In Stock,4.9,1150,1970-01-01 00:00:00.000002024,-13.930000000000064
2025-09-01,Amazon,Watch,Apple Watch Series X (45mm),New,429,3989.7,421.4,3919.02,1.7999999999999998,Unknown,In Stock,4.4,566,1970-01-01 00:00:00.000002025,7.600000000000023
2024-12-25,Flipkart,iPhone,iPhone 15 128GB,New,799,7430.7,686.15,6381.2,14.099999999999998,Unknown,In Stock,4.5,1842,1970-01-01 00:00:00.000002024,112.85000000000002
