Date,Platform,Product_Category,Model_Name,Condition,Launch_Price_USD,Launch_Price_MAD,Current_Price_USD,Current_Price_MAD,Discount_Pct,Sale_Event,Stock_Status,Rating,Reviews_Count
2024-10-05,AMAZON ,Watch,Apple Watch Series 8 (45mm),New,429,3989.70,216.25,2011.13,49.6,Great Indian Festival,In Stock,4.5,2229
28/05/2024,amazon ,iPhone,iPhone 14 128GB,new,799,7430.70,706.66,6571.94,11.6,,Low Stock,4.9,1856
2026-05-29,AMAZON ,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,9290.70,428.34,3983.56,57.1,,Out of Stock,3.9,9645
2023-03-22,flipkart,iPad,iPad Pro 11-inch (M1) 128GB,new,799,7430.70,701.13,6520.51,12.2,,In Stock,4.9,2588
2024-01-30,Flipkart,Watch,Apple Watch Ultra 2,new,799,7430.70,786.73,7316.59,1.5,,Low Stock,4.9,377
2025-10-21,Amazon,iPhone,iPhone 12 Pro 128GB, New,999,9290.70,598.31,5564.28,40.1,,Out of Stock,4.8,9684
30/09/2025,amazon ,iPhone,iPhone 15 128GB,new,799,7430.70,588.32,5471.38,26.4,,In Stock,4.3,4035
2024-04-23,amazon,Watch,Apple Watch Ultra 2, New,799,7430.70,799.59,7436.19,-0.1,,Low Stock,4.9,1206
Jun 11 2026,FLIPKART,iPhone,iPhone 17 128GB,new,849,7895.70,844.29,7851.90,0.6,,Low Stock,4.3,1078
Feb 28 2021,Amazon,Watch,Apple Watch Series 6 (44mm),NEW ,429,3989.70,424.34,3946.36,1.1,,In Stock,4.8,684
Apr 13 2026,FLIPKART,iPhone,iPhone 13 128GB,New,799,7430.70,483.04,4492.27,39.5,,In Stock,4.3,7343
2025-02-05, Amazon,Watch,Apple Watch Series 9 (45mm),New,429,3989.70,330.48,3073.46,23.0,,In Stock,4.6,1191
2025-02-25,flipkart,Watch,Apple Watch Ultra 2, New,799,7430.70,696.93,6481.45,12.8,,Low Stock,4.5,1667
28/09/2025,amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,new,1999,18590.70,2035.72,18932.20,-1.7999999999999998,,In Stock,4.6,1015
22/05/2023, Flipkart ,iPhone,iPhone 12 Pro 128GB,New,999,9290.70,807.52,7509.94,19.2,,In Stock,4.5,4316
2026-01-11,amazon,Watch,Apple Watch Series X (45mm),new,429,3989.70,324.43,3017.20,24.4,,In Stock,4.8,1107
2024-08-25,flipkart,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,3989.70,364.06,3385.76,15.1,,In Stock,3.9,1135
2024-05-11,Flipkart,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,9290.70,547.71,5093.70,45.2,,Low Stock,4.0,2563
2026-03-12,flipkart,Watch,Apple Watch Ultra 2, New,799,7430.70,598.28,5564.00,25.1,,In Stock,4.4,3564
2023-01-02,amazon ,Watch,Apple Watch Series 8 (45mm),Renewed/Refurbished,429,3989.70,305.53,2841.43,28.8,,In Stock,4.4,387
2023-12-28, Flipkart ,iPhone,iPhone 15 Pro Max 256GB, New,1199,11150.70,1179.65,10970.75,1.6,,In Stock,4.6,536
2023-03-05,Flipkart,Watch,Apple Watch Series 6 (44mm),NEW ,429,3989.70,254.24,2364.43,40.7,,In Stock,4.3,2173
2021-12-15,AMAZON ,Watch,Apple Watch Series 7 (45mm), New,429,3989.70,427.0,3971.10,0.5,,Low Stock,4.2,222
Nov 08 2024,flipkart,iPhone,iPhone 13 128GB,New,799,7430.70,494.29,4596.90,38.1,,In Stock,4.6,6020
05/04/2026,Flipkart,iPad,iPad Air (5th Gen) 64GB,NEW ,599,5570.70,361.67,3363.53,39.6,,In Stock,4.7,4173
2025-04-15,flipkart,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,10220.70,908.71,8451.00,17.299999999999997,,In Stock,3.9,906
2026-06-27,FLIPKART,Watch,Apple Watch Series 8 (45mm),New,429,3989.70,258.52,2404.24,39.7,,In Stock,4.7,3014
2025-12-03,flipkart,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,7430.70,531.79,4945.65,33.4,,In Stock,4.3,2064
2024-09-17, Amazon,Watch,Apple Watch Series 9 (45mm),New,429,3989.70,424.59,3948.69,1.0,,In Stock,4.3,744
2025-09-07, Flipkart ,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,9290.70,485.86,4518.50,51.4,,In Stock,4.1,6829
2025-07-19, Flipkart ,Mac,MacBook Air M2 256GB,NEW ,1199,11150.70,904.86,8415.20,24.5,,Out of Stock,4.5,4464
2024-11-09,amazon ,iPad,iPad Pro 12.9-inch (M2) 256GB,Renewed/Refurbished,1199,11150.70,777.16,7227.59,35.2,,Low Stock,4.5,1732
2021-08-24,amazon,Watch,Apple Watch Series 6 (44mm), New,429,3989.70,431.03,4008.58,-0.5,,Out of Stock,4.5,943
2026-01-17,AMAZON ,Watch,Apple Watch Series X (45mm), New,429,3989.70,326.4,3035.52,23.9,,In Stock,4.3,1469
2026-01-07,Flipkart,iPhone,iPhone 16 128GB,NEW ,799,7430.70,700.93,6518.65,12.3,,Low Stock,4.4,1699
2024-10-08,Amazon,iPhone,iPhone 14 Pro 128GB,NEW ,999,9290.70,568.93,5291.05,43.0,Great Indian Festival,In Stock,4.5,3551
2022-11-27,flipkart,Watch,Apple Watch Series 6 (44mm),new,429,3989.70,203.15,1889.30,52.6,Black Friday,Out of Stock,4.9,2024
2023-03-03, Amazon,iPad,iPad Pro 11-inch (M1) 128GB,Renewed/Refurbished,799,7430.70,541.83,5039.02,32.2,,In Stock,4.0,2922
2021-08-27, Flipkart ,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,3989.70,355.6,3307.08,17.1,,In Stock,4.4,1248
2025-05-04,amazon ,Mac,MacBook Pro 14-inch M4 Pro 512GB,NEW ,1999,18590.70,2035.14,18926.80,-1.7999999999999998,,In Stock,4.8,314
16/10/2023,Flipkart,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,7430.70,664.01,6175.29,16.900000000000002,,In Stock,3.9,154
30/07/2024,Flipkart,iPhone,iPhone 12 64GB,NEW ,799,7430.70,495.58,4608.89,38.0,,Out of Stock,4.7,4528
2025-08-19,FLIPKART,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,18590.70,1960.35,18231.26,1.9,,Low Stock,4.2,870
2024-08-24,flipkart,Watch,Apple Watch Series 9 (45mm),New,429,3989.70,423.71,3940.50,1.2,,Low Stock,4.6,692
2022-08-20,amazon,Watch,Apple Watch Series 6 (44mm), New,429,3989.70,330.87,3077.09,22.9,,Low Stock,4.4,2429
16/11/2024,FLIPKART,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,18590.70,1912.05,17782.07,4.3,,In Stock,4.6,1084
18/09/2025, Amazon,iPhone,iPhone 14 128GB,new,799,7430.70,496.26,4615.22,37.9,,Out of Stock,4.4,3087
2024-06-01,FLIPKART,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,18590.70,1781.33,16566.37,10.9,,In Stock,4.8,5030
2025-01-22, Amazon,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,7430.70,344.21,3201.15,56.89999999999999,,Out of Stock,4.1,2623
2025-03-01, Flipkart ,iPad,iPad Air (5th Gen) 64GB,NEW ,599,5570.70,394.91,3672.66,34.1,,In Stock,4.6,4690
2024-10-21, Flipkart ,Mac,MacBook Pro 14-inch M1 Pro 512GB,new,1999,18590.70,1817.65,16904.15,9.1,,In Stock,4.7,5131
04/02/2025,flipkart,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,10220.70,907.57,8440.40,17.4,,In Stock,4.4,331
2025-08-27,AMAZON ,iPad,iPad Pro 11-inch (M1) 128GB, New,799,7430.70,477.86,4444.10,40.2,,Out of Stock,4.3,6261
2025-04-29,amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,NEW ,1999,18590.70,2028.63,18866.26,-1.5,,In Stock,4.7,909
29/05/2022,Amazon,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,3059.70,263.35,2449.16,20.0,,In Stock,3.8,857
2023-08-16, Flipkart ,Watch,Apple Watch Series 7 (45mm), New,429,3989.70,327.02,3041.29,23.8,,In Stock,4.5,2690
2026-03-17, Flipkart ,iPhone,iPhone 13 128GB,new,799,7430.70,482.01,4482.69,39.7,,Out of Stock,4.6,5124
2026-05-13,AMAZON ,iPhone,iPhone 16 128GB,New,799,7430.70,685.89,6378.78,14.2,,In Stock,4.2,2738
2024-04-10,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,18590.70,1976.81,18384.33,1.1,,In Stock,4.8,318
2025-08-25,AMAZON ,Watch,Apple Watch Series 7 (45mm),New,429,3989.70,255.26,2373.92,40.5,,Out of Stock,4.2,5749
Jul 18 2022,Amazon,iPad,iPad Air (4th Gen) 64GB,NEW ,599,5570.70,374.78,3485.45,37.4,Prime Day,In Stock,4.4,2385
08/02/2023,amazon ,Mac,MacBook Air M2 256GB, New,1199,11150.70,1192.91,11094.06,0.5,,Low Stock,4.4,1058
19/11/2025,flipkart,Watch,Apple Watch Series X (45mm), New,429,3989.70,323.86,3011.90,24.5,,Low Stock,4.2,669
2025-06-11,Flipkart,Watch,Apple Watch Ultra 2,New,799,7430.70,688.09,6399.24,13.900000000000002,,Low Stock,4.8,2646
Nov 23 2025,Flipkart,iPhone,iPhone 17 128GB,New,849,7895.70,684.44,6365.29,19.4,Black Friday,In Stock,4.9,324
2024-10-15,AMAZON ,Mac,MacBook Air M3 256GB,NEW ,1099,10220.70,--,--,17.599999999999998,Great Indian Festival,In Stock,4.4,504
2025-12-22,amazon ,iPhone,iPhone 15 128GB,New,799,7430.70,610.0,5673.00,23.7,,In Stock,4.9,4038
2021-11-18,amazon ,iPad,iPad (9th Gen) 64GB,New,329,3059.70,332.58,3092.99,-1.1,,Low Stock,4.7,370
2021-01-26, Amazon,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,9290.70,719.59,6692.19,28.000000000000004,,Low Stock,3.9,162
2023-11-21,Flipkart,iPhone,iPhone 14 128GB,New,799,7430.70,634.72,5902.90,20.6,Black Friday,In Stock,4.7,1676
2024-06-10,FLIPKART,Mac,MacBook Air M2 256GB,New,1199,11150.70,1097.13,10203.31,8.5,,In Stock,4.8,2120
2026-02-06, Amazon,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,11150.70,719.11,6687.72,40.0,,Low Stock,4.3,5274
2024-04-30,Flipkart,Watch,Apple Watch Series 7 (45mm), New,429,3989.70,253.55,2358.02,40.9,,In Stock,4.4,2661
2024-10-28,flipkart,iPad,iPad Air (4th Gen) 64GB,NEW ,599,5570.70,356.27,3313.31,40.5,,Low Stock,4.4,7336
2024-05-16, Flipkart ,Mac,MacBook Air M2 256GB,NEW ,1199,11150.70,1114.01,10360.29,7.1,,Low Stock,4.4,1938
05/04/2025,AMAZON ,iPhone,iPhone 16 Pro 256GB,New,1099,10220.70,1089.8,10135.14,0.8,,In Stock,4.6,465
2024-03-27, Amazon,Mac,MacBook Air M3 256GB,New,1099,10220.70,1078.29,10028.10,1.9,,In Stock,4.2,119
2022-01-04,amazon,Watch,Apple Watch Series 7 (45mm),NEW ,429,3989.70,429.46,3993.98,-0.1,,In Stock,4.8,176
2022-09-03,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,5570.70,n/a,n/a,15.8,,In Stock,4.8,3816
Dec 05 2025,Flipkart,iPhone,iPhone 17 128GB,NEW ,849,7895.70,856.63,7966.66,-0.8999999999999999,,In Stock,4.7,415
2025-09-03,flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,new,1999,18590.70,1712.82,15929.23,14.3,,Low Stock,4.4,5998
25/07/2025,FLIPKART,Watch,Apple Watch Series 7 (45mm),Renewed/Refurbished,429,3989.70,190.76,1774.07,55.50000000000001,,In Stock,3.8,7199
2024-07-02, Amazon,Watch,Apple Watch Series 9 (45mm),new,429,3989.70,431.75,4015.28,-0.6,,In Stock,4.5,856
2026-07-30,Amazon,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,7430.70,371.23,3452.44,53.5,,Low Stock,4.1,4143
Sep 16 2021,flipkart,Mac,MacBook Air M1 256GB, New,999,9290.70,1006.68,9362.12,-0.8,,Out of Stock,4.8,591
25/09/2024, Flipkart ,iPhone,iPhone 16 Pro 256GB,New,1099,10220.70,1105.26,10278.92,-0.6,,In Stock,4.3,113
2024-06-30,Amazon,Watch,Apple Watch Ultra 2,New,799,7430.70,784.73,7297.99,1.7999999999999998,,In Stock,4.8,1169
03/11/2022,Flipkart,iPad,iPad Air (5th Gen) 64GB, New,599,5570.70,594.68,5530.52,0.7000000000000001,,In Stock,4.8,1204
2024-12-06, Flipkart ,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,5570.70,324.21,3015.15,45.9,,In Stock,4.3,4576
2026-02-23,AMAZON ,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,7430.70,504.06,4687.76,36.9,,In Stock,4.5,1581
Dec 09 2025,amazon ,Watch,Apple Watch Series 9 (45mm),new,429,3989.70,262.24,2438.83,38.9,,In Stock,4.8,2937
2025-10-31,amazon,Watch,Apple Watch Series 8 (45mm),Renewed/Refurbished,429,3989.70,185.41,1724.31,56.8,,Out of Stock,3.8,3403
2025-11-30,flipkart,Watch,Apple Watch Ultra 2,NEW ,799,7430.70,481.5,4477.95,39.7,Black Friday,In Stock,4.3,3396
2024-10-13,amazon ,iPad,iPad Pro 12.9-inch (M2) 256GB, New,1199,11150.70,907.6,8440.68,24.3,Great Indian Festival,Out of Stock,4.9,3457
2026-07-07,flipkart,iPhone,iPhone 17 128GB,NEW ,849,7895.70,855.32,7954.48,-0.7000000000000001,,Out of Stock,4.5,929
2020-12-23,AMAZON ,iPhone,iPhone 12 Pro 128GB,new,999,9290.70,1007.96,9374.03,-0.8999999999999999,,Out of Stock,4.4,267
2023-05-21,FLIPKART,iPad,iPad Pro 12.9-inch (M2) 256GB,new,1199,11150.70,1201.42,11173.21,-0.2,,In Stock,4.5,1123
2023-08-24,amazon,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,9290.70,665.08,6185.24,33.4,,In Stock,4.3,3088
2024-07-17,amazon ,iPad,iPad Pro 11-inch (M4) 256GB,new,999,9290.70,887.84,8256.91,11.1,Prime Day,Low Stock,4.5,374
2024-09-21,Flipkart,Watch,Apple Watch Series X (45mm), New,429,3989.70,422.08,3925.34,1.6,,In Stock,4.9,21
2023-03-08,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,5570.70,605.66,5632.64,-1.1,,In Stock,4.2,591
Oct 20 2025,flipkart,Watch,Apple Watch Ultra 2,New,799,7430.70,596.12,5543.92,25.4,,In Stock,4.9,3027
2025-03-06,Amazon,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,7430.70,596.0,5542.80,25.4,,In Stock,4.2,905
Jul 20 2024,flipkart,iPhone,iPhone 12 64GB,New,799,7430.70,500.32,4652.98,37.4,,In Stock,4.9,2799
2024-07-27, Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,NEW ,1999,18590.70,2012.93,18720.25,-0.7000000000000001,,In Stock,4.9,1150
2025-01-09,Amazon,Watch,Apple Watch Series X (45mm),NEW ,429,3989.70,421.4,3919.02,1.7999999999999998,,In Stock,4.4,566
2026-01-03,amazon ,iPhone,iPhone 16 128GB,New,799,7430.70,691.54,6431.32,13.4,,In Stock,4.6,949
2024-12-25,FLIPKART,iPhone,iPhone 15 128GB,New,799,7430.70,686.15,6381.20,14.099999999999998,,In Stock,4.5,1842
18/07/2025,flipkart,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,10220.70,926.1,8612.73,15.7,,Low Stock,4.1,1507
2025-05-30,Flipkart,Watch,Apple Watch Series X (45mm),Renewed/Refurbished,429,3989.70,338.78,3150.65,21.0,,In Stock,4.0,765
2023-12-23, Flipkart ,Watch,Apple Watch Series 7 (45mm),Renewed/Refurbished,429,3989.70,185.79,1727.85,56.7,,In Stock,4.5,1422
2025-08-24, Flipkart ,iPhone,iPhone 13 128GB,New,799,7430.70,490.44,4561.09,38.6,,Out of Stock,4.3,6892
2025-06-08,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.70,1120.97,10425.02,6.5,,In Stock,4.5,1918
2023-12-16,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,3989.70,199.25,1853.03,53.6,,Out of Stock,3.9,6151
Oct 07 2025, Flipkart ,iPhone,iPhone 15 Pro Max 256GB,NEW ,1199,11150.70,728.86,6778.40,39.2,Big Billion Days,Out of Stock,4.4,2959
2025-12-26, Flipkart ,Watch,Apple Watch Series X (45mm), New,429,3989.70,327.44,3045.19,23.7,,In Stock,4.5,1760
2026-03-19, Amazon,iPhone,iPhone 16 128GB,new,799,7430.70,710.38,6606.53,11.1,,In Stock,4.7,934
2024-01-17,flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,18590.70,1834.45,17060.39,8.200000000000001,,In Stock,4.5,1332
2023-11-24,AMAZON ,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.70,990.1,9207.93,17.4,Black Friday,In Stock,4.6,321
2025-02-20,Flipkart,Mac,MacBook Air M3 256GB, New,1099,10220.70,1092.32,10158.58,0.6,,In Stock,4.5,1888
2023-04-01, Flipkart ,Mac,MacBook Air M1 256GB, New,999,9290.70,N/A,N/A,19.6,,In Stock,4.9,3345
2023-12-28,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,9290.70,897.85,8350.01,10.1,,In Stock,4.4,1623
2024-05-21,AMAZON ,Watch,Apple Watch Series 8 (45mm),New,429,3989.70,333.85,3104.81,22.2,,Out of Stock,4.7,1629
2021-11-21,AMAZON ,iPhone,iPhone 13 Pro Max 256GB,NEW ,1199,11150.70,1014.77,9437.36,15.4,Black Friday,In Stock,4.5,234
2023-06-13, Flipkart ,Watch,Apple Watch Series 8 (45mm), New,429,3989.70,427.21,3973.05,0.4,,In Stock,4.3,689
24/10/2023,AMAZON ,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,7430.70,653.76,6079.97,18.2,,In Stock,4.1,123
2022-08-22,Amazon,iPad,iPad (9th Gen) 64GB,NEW ,329,3059.70,335.57,3120.80,-2.0,,In Stock,4.5,1765
07/11/2023,Amazon,Watch,Apple Watch Series 9 (45mm),NEW ,429,3989.70,434.5,4040.85,-1.3,,Out of Stock,4.7,170
19/12/2020,flipkart,iPhone,iPhone 12 64GB, New,799,7430.70,812.7,7558.11,-1.7000000000000002,,In Stock,4.7,277
2024-10-22,Flipkart,Mac,MacBook Air M2 256GB, New,1199,11150.70,1006.88,9363.98,16.0,,Low Stock,4.6,2400
Nov 01 2022,Amazon,iPad,iPad (9th Gen) 64GB,NEW ,329,3059.70,228.6,2125.98,30.5,,In Stock,4.8,1481
2025-05-26,AMAZON ,Mac,MacBook Air M2 256GB,NEW ,1199,11150.70,998.94,9290.14,16.7,,In Stock,4.4,5780
2023-03-01, Amazon,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,9290.70,580.2,5395.86,41.9,,In Stock,4.4,1622
21/04/2026,Flipkart,Watch,Apple Watch Ultra,Renewed/Refurbished,799,7430.70,403.31,3750.78,49.5,,In Stock,4.5,7039
24/11/2025,amazon ,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,18590.70,1696.94,15781.54,15.1,Black Friday,In Stock,4.5,1234
2024-10-15,FLIPKART,iPhone,iPhone 16 128GB, New,799,7430.70,589.94,5486.44,26.200000000000003,Big Billion Days,In Stock,4.7,193
2025-05-27,flipkart,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,11150.70,788.87,7336.49,34.2,,Out of Stock,4.5,1782
10/09/2025,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,new,1999,18590.70,1906.47,17730.17,4.6,,In Stock,4.3,1917
Sep 28 2025,amazon ,iPhone,iPhone 16 128GB, New,799,7430.70,700.6,6515.58,12.3,,In Stock,4.7,761
2026-05-16,FLIPKART,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,10220.70,766.27,7126.31,30.3,,In Stock,4.2,926
2025-03-19,flipkart,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,7430.70,518.18,4819.07,35.099999999999994,,In Stock,3.9,1836
2021-11-10,flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB, New,1999,18590.70,2005.43,18650.50,-0.3,,In Stock,4.3,72
2024-01-17,FLIPKART,iPhone,iPhone 13 Pro Max 256GB,Renewed/Refurbished,1199,11150.70,744.26,6921.62,37.9,,Out of Stock,4.0,2983
2023-08-29,FLIPKART,iPad,iPad Air (4th Gen) 64GB, New,599,5570.70,398.9,3709.77,33.4,,In Stock,4.6,3498
2020-09-29,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,3989.70,312.11,2902.62,27.200000000000003,,In Stock,4.4,146
2024-05-17,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,new,1999,18590.70,1935.51,18000.24,3.2,,In Stock,4.7,1846
01/01/2024,Flipkart,Watch,Apple Watch Series 8 (45mm),new,429,3989.70,332.86,3095.60,22.4,,In Stock,4.3,1388
2025-08-09,flipkart,iPhone,iPhone 12 Pro 128GB,NEW ,999,9290.70,607.29,5647.80,39.2,,In Stock,4.6,3131
2024-02-13,amazon ,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,3989.70,328.64,3056.35,23.4,,In Stock,4.4,684
2025-03-15,amazon,Watch,Apple Watch Series X (45mm),NEW ,429,3989.70,428.12,3981.52,0.2,,Low Stock,4.9,559
19/11/2024,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,NEW ,1999,18590.70,1982.03,18432.88,0.8,,In Stock,4.8,128
2023-07-04,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,5570.70,492.54,4580.62,17.8,,In Stock,4.4,2228
2025-03-14,FLIPKART,iPad,iPad (9th Gen) 64GB,new,329,3059.70,193.71,1801.50,41.1,,Out of Stock,4.9,3386
2026-05-05,AMAZON ,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,18590.70,1904.78,17714.45,4.7,,In Stock,4.7,1314
2025-03-31,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,3989.70,182.89,1700.88,57.4,,In Stock,4.4,8892
2026-05-19, Amazon,Watch,Apple Watch Series 8 (45mm),NEW ,429,3989.70,255.97,2380.52,40.3,,Low Stock,4.3,6937
2025-04-17,amazon ,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,7430.70,376.63,3502.66,52.900000000000006,,In Stock,4.1,5511
Nov 16 2023,Flipkart,Watch,Apple Watch Ultra, New,799,7430.70,705.34,6559.66,11.7,,In Stock,4.6,1114
2024-10-09, Amazon,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,10220.70,698.67,6497.63,36.4,Great Indian Festival,In Stock,4.2,89
2026-03-02,flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,18590.70,1929.94,17948.44,3.5000000000000004,,In Stock,4.6,1145
2022-03-01,amazon,Mac,MacBook Air M1 256GB, New,999,9290.70,899.2,8362.56,10.0,,Out of Stock,4.6,770
11/04/2024, Flipkart ,Mac,MacBook Pro 14-inch M1 Pro 512GB, New,1999,18590.70,1829.75,17016.68,8.5,,In Stock,4.3,3222
2026-07-01, Flipkart ,iPhone,iPhone 15 Pro Max 256GB,NEW ,1199,11150.70,991.3,9219.09,17.299999999999997,,In Stock,4.6,3802
2025-03-20,amazon,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,7430.70,553.81,5150.43,30.7,,In Stock,4.3,2685
2025-10-30,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.70,993.96,9243.83,17.1,,In Stock,4.5,3229
2025-12-27, Flipkart ,iPhone,iPhone 16 128GB,NEW ,799,7430.70,696.08,6473.54,12.9,,In Stock,4.5,1887
Feb 23 2025,Flipkart,iPhone,iPhone 16 128GB,New,799,7430.70,804.56,7482.41,-0.7000000000000001,,In Stock,4.3,844
2025-10-27, Flipkart ,iPad,iPad Pro 11-inch (M1) 128GB,New,799,7430.70,471.79,4387.65,41.0,,Low Stock,4.6,8579
2023-10-07,amazon ,iPhone,iPhone 15 Pro Max 256GB, New,1199,11150.70,1019.49,9481.26,15.0,Great Indian Festival,In Stock,4.7,93
07/11/2025,flipkart,Mac,MacBook Air M1 256GB, New,999,9290.70,593.3,5517.69,40.6,,Out of Stock,4.9,9767
2024-09-25,AMAZON ,Watch,Apple Watch Series X (45mm), New,429,3989.70,433.7,4033.41,-1.1,,In Stock,4.4,94
2024-11-23,AMAZON ,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,7430.70,455.46,4235.78,43.0,Black Friday,In Stock,3.9,2328
2025-03-29,flipkart,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,5570.70,263.51,2450.64,56.00000000000001,,Low Stock,4.1,5543
2024-04-12,FLIPKART,iPad,iPad Pro 11-inch (M1) 128GB,new,799,7430.70,590.59,5492.49,26.1,,Low Stock,4.6,2489
2026-06-03,FLIPKART,iPhone,iPhone 17 128GB,Renewed/Refurbished,849,7895.70,695.56,6468.71,18.1,,In Stock,4.0,1145
2024-07-01,FLIPKART,Mac,MacBook Air M3 256GB,Renewed/Refurbished,1099,10220.70,866.4,8057.52,21.2,,Low Stock,4.4,513
08/03/2021,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,3989.70,356.89,3319.08,16.8,,In Stock,4.2,486
2023-03-23,amazon ,iPhone,iPhone 13 128GB,Renewed/Refurbished,799,7430.70,581.11,5404.32,27.3,,In Stock,4.3,1884
2023-07-24,Flipkart,iPad,iPad (9th Gen) 64GB,NEW ,329,3059.70,231.36,2151.65,29.7,,In Stock,4.8,3075
2026-05-01, Amazon,iPad,iPad Air (5th Gen) 64GB,new,599,5570.70,362.16,3368.09,39.5,,Low Stock,4.6,3572
2023-10-19,amazon,iPad,iPad Pro 11-inch (M1) 128GB,Renewed/Refurbished,799,7430.70,422.39,3928.23,47.1,,In Stock,4.4,2321
2023-10-17,amazon ,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,7430.70,456.68,4247.12,42.8,,Out of Stock,4.3,5653
2026-06-21, Amazon,Watch,Apple Watch Series X (45mm),New,429,3989.70,333.7,3103.41,22.2,,In Stock,4.5,1957
2024-08-25,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,3989.70,420.58,3911.39,2.0,,Out of Stock,4.7,1748
2025-02-25,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,9290.70,712.82,6629.23,28.6,,In Stock,4.1,1387
2023-04-19,amazon ,iPhone,iPhone 13 Pro Max 256GB, New,1199,11150.70,1079.09,10035.54,10.0,,In Stock,4.7,2910
2025-03-26, Flipkart ,iPad,iPad Pro 12.9-inch (M2) 256GB,new,1199,11150.70,999.51,9295.44,16.6,,In Stock,4.3,3857
2024-12-17, Amazon,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,9290.70,477.0,4436.10,52.3,,Out of Stock,4.2,4480
2026-05-13,amazon ,Mac,MacBook Pro 14-inch M4 Pro 512GB,new,1999,18590.70,1902.98,17697.71,4.8,,Out of Stock,4.8,2320
2024-02-01, Flipkart ,iPhone,iPhone 15 128GB,New,799,7430.70,814.96,7579.13,-2.0,,In Stock,4.3,606
2025-07-21,Flipkart,iPhone,iPhone 16 Pro 256GB,new,1099,10220.70,1080.58,10049.39,1.7000000000000002,,In Stock,4.6,1418
